name,GEN.SPA,Force,Light,Chill,good_flaskid,11/23/17,11/26/17,11/28/17,12/1/17,12/3/17,12/5/17,12/7/17,12/10/17,12/12/17,12/14/17,12/17/17,12/19/17,12/21/17,12/24/17,12/26/17,12/28/17,12/31/17,1/2/18,1/4/18
ACEPEN16 HF DB,ACE.PEN,C,L,1,CL1_7,-,-,-,,,,,,,,,,,,,,,,
BETALL32 HF DB,BET.ALL,C,L,1,CL1_7,-,-,-,,,,,,,,,,,,,,,,
ILEMUC 12 HF DB,ILE.MUC,C,L,1,CL1_7,-,-,-,,,,,,,,,,,,,,,,
ILEMUC 11 HF DB,ILE.MUC,C,L,1,CL1_6,-,-,-,,,,,,,,,,,,,,,,
ILEVER09 HF DB,ILE.VER,C,L,1,CL1_6,-,-,-,,,,,,,,,,,,,,,,
VIBACE07 HF DB,VIB.ACE,C,L,1,CL1_6,-,-,-,,,,,,,,,,,,,,,,
ACESAC18 HF DB,ACE.SAC,C,L,1,CL1_5,-,-,-,,,,,,,,,,,,,,,,
COMPER 2 HF DB,COM.PER,C,L,1,CL1_5,-,-,-,,,,,,,,,,,,,,,,
PRUVIR 2 HF DB,PRU.VIR,C,L,1,CL1_5,-,-,-,,,,,,,,,,,,,,,,
ACEPEN20 HF DB,ACE.PEN,C,L,1,CL1_4,-,-,-,,,,,,,,,,,,,,,,
ACERUB23 HF DB,ACE.RUB,C,L,1,CL1_4,-,-,-,,,,,,,,,,,,,,,,
BETALL25 HF DB,BET.ALL,C,L,1,CL1_4,-,-,-,,,,,,,,,,,,,,,,
COMPER 1 HF DB,COM.PER,C,L,1,CL1_3,-,-,-,,,,,,,,,,,,,,,,
CORCOR07_HF,COR.COR,C,L,1,CL1_3,-,-,-,,,,,,,,,,,,,,,,
ILEMUC 9 HF DB,ILE.MUC,C,L,1,CL1_3,-,-,-,,,,,,,,,,,,,,,,
ACEPEN17 HF DB,ACE.PEN,C,L,1,CL1_24,-,-,-,,,,,,,,,,,,,,,,
COMPER 1 HF DB,COM.PER,C,L,1,CL1_24,-,-,-,,,,,,,,,,,,,,,,
ILEMUC 14 HF DB,ILE.MUC,C,L,1,CL1_24,-,-,-,,,,,,,,,,,,,,,,
CORCOR 17 HF DB,COR.COR,C,L,1,CL1_23,-,-,-,,,,,,,,,,,,,,,,
ILEVER03 HF DB,ILE.VER,C,L,1,CL1_23,-,-,-,,,,,,,,,,,,,,,,
PRUPEN 22 HF DB,PRU.PEN,C,L,1,CL1_23,-,-,-,,,,,,,,,,,,,,,,
CORCOR 15 HF DB,COR.COR,C,L,1,CL1_22,-,-,-,,,,,,,,,,,,,,,,
PRUPEN 22 HF DB,PRU.PEN,C,L,1,CL1_22,-,-,-,,,,,,,,,,,,,,,,
VIBACE07 HF DB,VIB.ACE,C,L,1,CL1_22,-,-,-,,,,,,,,,,,,,,,,
BETALL26 HF DB,BET.ALL,C,L,1,CL1_21,-,-,-,,,,,,,,,,,,,,,,
CORCOR 15 HF DB,COR.COR,C,L,1,CL1_21,-,-,-,,,,,,,,,,,,,,,,
VACCOR 6 HF DB,VAC.COR,C,L,1,CL1_21,-,-,-,,,,,,,,,,,,,,,,
ACESAC17 HF DB,ACE.SAC,C,L,1,CL1_20,-,-,-,,,,,,,,,,,,,,,,
COMPER 1 HF DB,COM.PER,C,L,1,CL1_20,-,-,-,,,,,,,,,,,,,,,,
VACCOR 8 HF DB,VAC.COR,C,L,1,CL1_20,-,-,-,,,,,,,,,,,,,,,,
ACESAC17 HF DB,ACE.SAC,C,L,1,CL1_2,-,-,-,,,,,,,,,,,,,,,,
BETALL33 HF DB,BET.ALL,C,L,1,CL1_2,-,-,-,,,,,,,,,,,,,,,,
ILEVER07 HF DB,ILE.VER,C,L,1,CL1_2,-,-,-,,,,,,,,,,,,,,,,
ACESAC13 HF DB,ACE.SAC,C,L,1,CL1_19,-,-,-,,,,,,,,,,,,,,,,
PRUVIR 5 HF DB,PRU.VIR,C,L,1,CL1_19,-,-,-,,,,,,,,,,,,,,,,
VIBACE02 HF DB,VIB.ACE,C,L,1,CL1_19,-,-,-,,,,,,,,,,,,,,,,
ACERUB22 HF DB,ACE.RUB,C,L,1,CL1_18,-,-,-,,,,,,,,,,,,,,,,
PRUVIR 4 HF DB,PRU.VIR,C,L,1,CL1_18,-,-,-,,,,,,,,,,,,,,,,
VIBACE5 HF DB,VIB.ACE,C,L,1,CL1_18,-,-,-,,,,,,,,,,,,,,,,
ILEMUC 12 HF DB,ILE.MUC,C,L,1,CL1_17,-,-,-,,,,,,,,,,,,,,,,
PRUVIR 6 HF DB,PRU.VIR,C,L,1,CL1_17,-,-,-,,,,,,,,,,,,,,,,
VACCOR 2 HF DB,VAC.COR,C,L,1,CL1_17,-,-,-,,,,,,,,,,,,,,,,
ACEPEN20 HF DB,ACE.PEN,C,L,1,CL1_16,-,-,-,,,,,,,,,,,,,,,,
ACESAC18 HF DB,ACE.SAC,C,L,1,CL1_16,-,-,-,,,,,,,,,,,,,,,,
COMPER 1 HF DB,COM.PER,C,L,1,CL1_16,-,-,-,,,,,,,,,,,,,,,,
ACESAC19 HF DB,ACE.SAC,C,L,1,CL1_15,-,-,-,,,,,,,,,,,,,,,,
ILEVER09 HF DB1,ILE.VER,C,L,1,CL1_15,-,-,-,,,,,,,,,,,,,,,,
PRUPEN 21 HF DB,PRU.PEN,C,L,1,CL1_15,-,-,-,,,,,,,,,,,,,,,,
ACERUB27 HF DB,ACE.RUB,C,L,1,CL1_14,-,-,-,,,,,,,,,,,,,,,,
CORCOR09_HF,COR.COR,C,L,1,CL1_14,-,-,-,,,,,,,,,,,,,,,,
VACCOR 2 HF DB,VAC.COR,C,L,1,CL1_14,-,-,-,,,,,,,,,,,,,,,,
ACERUB26 HF DB,ACE.RUB,C,L,1,CL1_13,-,-,-,,,,,,,,,,,,,,,,
ILEMUC 11 HF DB,ILE.MUC,C,L,1,CL1_13,-,-,-,,,,,,,,,,,,,,,,
PRUVIR 6 HF DB,PRU.VIR,C,L,1,CL1_13,-,-,-,,,,,,,,,,,,,,,,
ACERUB22 HF DB,ACE.RUB,C,L,1,CL1_12,-,-,-,,,,,,,,,,,,,,,,
PRUVIR 7 HF DB,PRU.VIR,C,L,1,CL1_12,-,-,-,,,,,,,,,,,,,,,,
VIBACE10 HF DB,VIB.ACE,C,L,1,CL1_12,-,-,-,,,,,,,,,,,,,,,,
ACEPEN15 HF DB,ACE.PEN,C,L,1,CL1_11,-,-,-,,,,,,,,,,,,,,,,
ACERUB22 HF DB,ACE.RUB,C,L,1,CL1_11,-,-,-,,,,,,,,,,,,,,,,
PRUPEN 26 HF DB,PRU.PEN,C,L,1,CL1_11,-,-,-,,,,,,,,,,,,,,,,
BETALL31 HF DB,BET.ALL,C,L,1,CL1_10,-,-,-,,,,,,,,,,,,,,,,
PRUPEN 24 HF DB,PRU.PEN,C,L,1,CL1_10,-,-,-,,,,,,,,,,,,,,,,
VACCOR 6 HF DB,VAC.COR,C,L,1,CL1_10,-,-,-,,,,,,,,,,,,,,,,
BETALL26 HF DB,BET.ALL,C,L,1,CL1_1,-,-,-,,,,,,,,,,,,,,,,
CORCOR07_HF,COR.COR,C,L,1,CL1_1,-,-,-,,,,,,,,,,,,,,,,
VACCOR 1 HF DB,VAC.COR,C,L,1,CL1_1,-,-,-,,,,,,,,,,,,,,,,
